rank,obs_publisher_did,instrument_name,target_name,project_code,resolution_class,best_channel_width_kHz,usable_for_37kHz_halo_line,target_priority_reason,t_exptime_s,access_url,queue_score
1,DEMO-HIRES.eb0001,EVLA,PSR J1745-2900,DEMO-HIRES,excellent,8.0,True,gc_magnetar,800.0,https://data.nrao.edu/,148.0
2,12B-375.sb14247826.eb14310856.56277.66487861111,EVLA,J1745-2900,12B-375,unknown,,False,gc_magnetar,89.75,https://data.nrao.edu/portal/#/productViewer/12B-375.sb14247826.eb14310856.56277.66487861111,105.8975
3,14A-232.sb28857771.eb29015194.56725.408101863424,EVLA,SGRA,14A-232,not_suitable,2000.0,False,gc_magnetar,568.45,https://data.nrao.edu/portal/#/productViewer/14A-232.sb28857771.eb29015194.56725.408101863424,105.6845
4,24A-198.sb45864237.eb46834095.60589.89352416666,EVLA,J1,24A-198,not_suitable,2000.0,False,gc_magnetar,124.7,https://data.nrao.edu/portal/#/productViewer/24A-198.sb45864237.eb46834095.60589.89352416666,101.247
5,12B-375.sb20703080.eb20806694.56402.33224212963,EVLA,J1745-2900,12B-375,not_suitable,2000.0,False,gc_magnetar,89.75,https://data.nrao.edu/portal/#/productViewer/12B-375.sb20703080.eb20806694.56402.33224212963,100.8975
6,24A-198.sb45864237.eb46834095.60589.89352416666,EVLA,J1745-2900,24A-198,not_suitable,2000.0,False,gc_magnetar,59.8,https://data.nrao.edu/portal/#/productViewer/24A-198.sb45864237.eb46834095.60589.89352416666,100.598
7,20A-390.sb37850360.eb38161223.58986.11769460648,EVLA,3C286,20A-390,excellent,7.8125,True,calibrator_or_bandpass,239.35,https://data.nrao.edu/portal/#/productViewer/20A-390.sb37850360.eb38161223.58986.11769460648,47.3935
8,20A-390.sb37850360.eb38161223.58986.11769460648,EVLA,TWHya,20A-390,excellent,7.8125,True,generic_field_or_calibrator,264.3,https://data.nrao.edu/portal/#/productViewer/20A-390.sb37850360.eb38161223.58986.11769460648,42.643
9,20A-390.sb37850360.eb38161223.58986.11769460648,EVLA,J1037-2934,20A-390,excellent,7.8125,True,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/20A-390.sb37850360.eb38161223.58986.11769460648,40.299
10,15B-243.sb31337425.eb31361697.57317.44082805555,EVLA,NGC2146,15B-243,unknown,,False,generic_field_or_calibrator,588.4,https://data.nrao.edu/portal/#/productViewer/15B-243.sb31337425.eb31361697.57317.44082805555,10.884
11,12B-375.sb14247826.eb14310856.56277.66487861111,EVLA,3C286,12B-375,unknown,,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/12B-375.sb14247826.eb14310856.56277.66487861111,10.5985
12,15A-235.sb31410671.eb31411796.57339.694261192126,EVLA,1331+305=3C286,15A-235,unknown,,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/15A-235.sb31410671.eb31411796.57339.694261192126,10.5985
13,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,3C286,17A-335,unknown,,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,10.5985
14,15B-273.sb31973786.eb32201969.57535.40765246528,EVLA,1331+305=3C286,15B-273,unknown,,False,calibrator_or_bandpass,56.65,https://data.nrao.edu/portal/#/productViewer/15B-273.sb31973786.eb32201969.57535.40765246528,10.5665
15,12B-375.sb14247826.eb14310856.56277.66487861111,EVLA,J1744-3116,12B-375,unknown,,False,calibrator_or_bandpass,44.9,https://data.nrao.edu/portal/#/productViewer/12B-375.sb14247826.eb14310856.56277.66487861111,10.449
16,17A-059.sb33403172.eb33649879.57859.1199734375,EVLA,1331+305=3C286,17A-059,unknown,,False,calibrator_or_bandpass,29.95,https://data.nrao.edu/portal/#/productViewer/17A-059.sb33403172.eb33649879.57859.1199734375,10.2995
17,17A-059.sb33403172.eb33649879.57859.1199734375,EVLA,GN20,17A-059,unknown,,False,generic_field_or_calibrator,468.7,https://data.nrao.edu/portal/#/productViewer/17A-059.sb33403172.eb33649879.57859.1199734375,9.687000000000001
18,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN29,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
19,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN30,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
20,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN31,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
21,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN32,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
22,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN33,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
23,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN34,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
24,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,GN35,13A-398,unknown,,False,generic_field_or_calibrator,384.95,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,8.849499999999999
25,15B-125.sb31528031.eb31550960.57388.12196207176,EVLA,MACSJ0451-A,15B-125,unknown,,False,generic_field_or_calibrator,339.1,https://data.nrao.edu/portal/#/productViewer/15B-125.sb31528031.eb31550960.57388.12196207176,8.391
26,15B-197.sb31207751.eb31413430.57341.31432148148,EVLA,NGC1140,15B-197,unknown,,False,generic_field_or_calibrator,314.1,https://data.nrao.edu/portal/#/productViewer/15B-197.sb31207751.eb31413430.57341.31432148148,8.141
27,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,J1302+5748,13A-398,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,7.992
28,14B-326.sb29870947.eb29959527.56962.52775466435,EVLA,J1302+5748,14B-326,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29870947.eb29959527.56962.52775466435,7.992
29,14B-326.sb29870947.eb29959527.56962.52775466435,EVLA,GN-DF5,14B-326,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29870947.eb29959527.56962.52775466435,7.992
30,14B-326.sb29871127.eb30085706.57015.63420707176,EVLA,J1302+5748,14B-326,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29871127.eb30085706.57015.63420707176,7.992
31,14B-326.sb29871127.eb30085706.57015.63420707176,EVLA,GN-DF5,14B-326,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29871127.eb30085706.57015.63420707176,7.992
32,14B-326.sb29877066.eb30062853.56998.63903236111,EVLA,J1302+5748,14B-326,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29877066.eb30062853.56998.63903236111,7.992
33,14B-326.sb29877066.eb30062853.56998.63903236111,EVLA,GN-DF7,14B-326,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29877066.eb30062853.56998.63903236111,7.992
34,15B-017.sb31099604.eb31511783.57375.231547800926,EVLA,3C48,15B-017,unknown,,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/15B-017.sb31099604.eb31511783.57375.231547800926,7.992
35,12B-090_sb10878905_1.56259.080814849534,EVLA,J0205+3212,12B-090,unknown,,False,generic_field_or_calibrator,299.15,https://data.nrao.edu/portal/#/productViewer/12B-090_sb10878905_1.56259.080814849534,7.9915
36,15B-017.sb31099604.eb31511783.57375.231547800926,EVLA,J0319+4130,15B-017,unknown,,False,generic_field_or_calibrator,299.15,https://data.nrao.edu/portal/#/productViewer/15B-017.sb31099604.eb31511783.57375.231547800926,7.9915
37,14B-326.sb29870947.eb29959527.56962.52775466435,EVLA,J1153+4931,14B-326,unknown,,False,generic_field_or_calibrator,242.35,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29870947.eb29959527.56962.52775466435,7.4235
38,14B-326.sb29877066.eb30062853.56998.63903236111,EVLA,J1153+4931,14B-326,unknown,,False,generic_field_or_calibrator,242.35,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29877066.eb30062853.56998.63903236111,7.4235
39,14B-326.sb29871127.eb30085706.57015.63420707176,EVLA,J1153+4931,14B-326,unknown,,False,generic_field_or_calibrator,224.35,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29871127.eb30085706.57015.63420707176,7.2435
40,15B-281.sb31404333.eb31488909.57359.03550958334,EVLA,SGP-UR-54092,15B-281,unknown,,False,generic_field_or_calibrator,223.35,https://data.nrao.edu/portal/#/productViewer/15B-281.sb31404333.eb31488909.57359.03550958334,7.233499999999999
41,14A-232.sb28857771.eb29015194.56725.408101863424,EVLA,J1331+3030,14A-232,not_suitable,2000.0,False,calibrator_or_bandpass,191.45,https://data.nrao.edu/portal/#/productViewer/14A-232.sb28857771.eb29015194.56725.408101863424,6.9145
42,15B-125.sb31528031.eb31550960.57388.12196207176,EVLA,0542+498=3C147,15B-125,unknown,,False,generic_field_or_calibrator,140.6,https://data.nrao.edu/portal/#/productViewer/15B-125.sb31528031.eb31550960.57388.12196207176,6.406
43,19A-440.sb36414923.eb36490648.58559.09236886574,EVLA,CiTau,19A-440,unknown,,False,generic_field_or_calibrator,139.05,https://data.nrao.edu/portal/#/productViewer/19A-440.sb36414923.eb36490648.58559.09236886574,6.3905
44,14A-232.sb28857771.eb29015194.56725.408101863424,EVLA,J1744-3116,14A-232,not_suitable,2000.0,False,calibrator_or_bandpass,134.65,https://data.nrao.edu/portal/#/productViewer/14A-232.sb28857771.eb29015194.56725.408101863424,6.3465
45,18B-179.sb36806663.eb36810606.58660.49977565972,EVLA,04381+2540_AB,18B-179,unknown,,False,generic_field_or_calibrator,100.75,https://data.nrao.edu/portal/#/productViewer/18B-179.sb36806663.eb36810606.58660.49977565972,6.0075
46,18B-179.sb36806663.eb36810606.58660.49977565972,EVLA,DG_Tau_B,18B-179,unknown,,False,generic_field_or_calibrator,97.75,https://data.nrao.edu/portal/#/productViewer/18B-179.sb36806663.eb36810606.58660.49977565972,5.9775
47,18B-179.sb36806663.eb36810606.58660.49977565972,EVLA,04260+2642,18B-179,unknown,,False,generic_field_or_calibrator,93.75,https://data.nrao.edu/portal/#/productViewer/18B-179.sb36806663.eb36810606.58660.49977565972,5.9375
48,19A-440.sb36414923.eb36490648.58559.09236886574,EVLA,J0431+2037,19A-440,unknown,,False,generic_field_or_calibrator,90.75,https://data.nrao.edu/portal/#/productViewer/19A-440.sb36414923.eb36490648.58559.09236886574,5.9075
49,12B-090_sb10878905_1.56259.080814849534,EVLA,0137+331=3C48,12B-090,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/12B-090_sb10878905_1.56259.080814849534,5.8975
50,12B-090_sb10878905_1.56259.080814849534,EVLA,J0336+3218,12B-090,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/12B-090_sb10878905_1.56259.080814849534,5.8975
51,12B-375.sb14247826.eb14310856.56277.66487861111,EVLA,SCO12,12B-375,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/12B-375.sb14247826.eb14310856.56277.66487861111,5.8975
52,13A-398.sb21301698.eb21782879.56427.08940965278,EVLA,J1153+4931,13A-398,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/13A-398.sb21301698.eb21782879.56427.08940965278,5.8975
53,15A-235.sb31663613.eb31665738.57407.26997486111,EVLA,J0902-1415,15A-235,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/15A-235.sb31663613.eb31665738.57407.26997486111,5.8975
54,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,CYG14,17A-335,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.8975
55,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,DEL13,17A-335,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.8975
56,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,CYG14,17A-335,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,5.8975
57,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,DEL13,17A-335,unknown,,False,generic_field_or_calibrator,89.75,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,5.8975
58,12B-090_sb10878905_1.56259.080814849534,EVLA,Per-Bolo 58,12B-090,unknown,,False,generic_field_or_calibrator,84.75,https://data.nrao.edu/portal/#/productViewer/12B-090_sb10878905_1.56259.080814849534,5.8475
59,15B-243.sb31337425.eb31361697.57317.44082805555,EVLA,J0410+7656,15B-243,unknown,,False,generic_field_or_calibrator,79.75,https://data.nrao.edu/portal/#/productViewer/15B-243.sb31337425.eb31361697.57317.44082805555,5.7975
60,15B-273.sb31973786.eb32201969.57535.40765246528,EVLA,GRB110328,15B-273,unknown,,False,generic_field_or_calibrator,69.8,https://data.nrao.edu/portal/#/productViewer/15B-273.sb31973786.eb32201969.57535.40765246528,5.698
61,15A-235.sb31663613.eb31665738.57407.26997486111,EVLA,GRB160117B,15A-235,unknown,,False,generic_field_or_calibrator,64.8,https://data.nrao.edu/portal/#/productViewer/15A-235.sb31663613.eb31665738.57407.26997486111,5.648
62,15A-235.sb31410671.eb31411796.57339.694261192126,EVLA,J1810+5649,15A-235,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/15A-235.sb31410671.eb31411796.57339.694261192126,5.5985
63,15A-235.sb32083354.eb32089908.57523.25661873842,EVLA,1331+305=3C286,15A-235,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/15A-235.sb32083354.eb32089908.57523.25661873842,5.5985
64,15B-281.sb31404333.eb31488909.57359.03550958334,EVLA,0137+331=3C48,15B-281,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/15B-281.sb31404333.eb31488909.57359.03550958334,5.5985
65,16B-353.sb32807099.eb32946441.57672.346565949076,EVLA,3C138,16B-353,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/16B-353.sb32807099.eb32946441.57672.346565949076,5.5985
66,16B-353.sb32807099.eb32946441.57672.346565949076,EVLA,J0404+0712,16B-353,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/16B-353.sb32807099.eb32946441.57672.346565949076,5.5985
67,17A-059.sb33403172.eb33649879.57859.1199734375,EVLA,J1302+5748,17A-059,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/17A-059.sb33403172.eb33649879.57859.1199734375,5.5985
68,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,J2025+3343,17A-335,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.5985
69,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,J2021+2318,17A-335,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.5985
70,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,J2021+2318,17A-335,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,5.5985
71,17B-114.sb34824468.eb34834016.58136.717922870375,EVLA,J1331+3030,17B-114,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/17B-114.sb34824468.eb34834016.58136.717922870375,5.5985
72,18B-143.sb35676534.eb35940076.58448.6027658449,EVLA,1331+305=3C286,18B-143,not_suitable,1000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/18B-143.sb35676534.eb35940076.58448.6027658449,5.5985
73,18B-179.sb36806663.eb36810606.58660.49977565972,EVLA,J0319+4130,18B-179,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/18B-179.sb36806663.eb36810606.58660.49977565972,5.5985
74,18B-273.sb35985903.eb35988365.58460.71873247685,EVLA,1331+305=3C286,18B-273,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/18B-273.sb35985903.eb35988365.58460.71873247685,5.5985
75,18B-275.sb35867465.eb36140844.58503.58435961806,EVLA,1331+305=3C286,18B-275,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/18B-275.sb35867465.eb36140844.58503.58435961806,5.5985
76,19A-440.sb36414923.eb36490648.58559.09236886574,EVLA,3C147,19A-440,unknown,,False,generic_field_or_calibrator,59.85,https://data.nrao.edu/portal/#/productViewer/19A-440.sb36414923.eb36490648.58559.09236886574,5.5985
77,21A-342.sb40025557.eb40040083.59440.07853118055,EVLA,1331+305=3C286,21A-342,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/21A-342.sb40025557.eb40040083.59440.07853118055,5.5985
78,23A-265.sb43414970.eb43832159.60061.13229501157,EVLA,1331+305=3C286,23A-265,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/23A-265.sb43414970.eb43832159.60061.13229501157,5.5985
79,24A-198.sb45864237.eb46834095.60589.89352416666,EVLA,3C286,24A-198,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/24A-198.sb45864237.eb46834095.60589.89352416666,5.5985
80,24A-360.sb45251644.eb45264382.60357.51916668982,EVLA,1331+305=3C286,24A-360,not_suitable,2000.0,False,calibrator_or_bandpass,59.85,https://data.nrao.edu/portal/#/productViewer/24A-360.sb45251644.eb45264382.60357.51916668982,5.5985
81,12B-375.sb20703080.eb20806694.56402.33224212963,EVLA,3C286,12B-375,not_suitable,2000.0,False,calibrator_or_bandpass,59.8,https://data.nrao.edu/portal/#/productViewer/12B-375.sb20703080.eb20806694.56402.33224212963,5.598
82,15A-235.sb31410671.eb31411796.57339.694261192126,EVLA,GRB151027A,15A-235,unknown,,False,generic_field_or_calibrator,59.8,https://data.nrao.edu/portal/#/productViewer/15A-235.sb31410671.eb31411796.57339.694261192126,5.598
83,15B-197.sb31207751.eb31413430.57341.31432148148,EVLA,J0241-0815,15B-197,unknown,,False,generic_field_or_calibrator,59.8,https://data.nrao.edu/portal/#/productViewer/15B-197.sb31207751.eb31413430.57341.31432148148,5.598
84,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,J2023+3153,17A-335,unknown,,False,generic_field_or_calibrator,59.8,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.598
85,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,J2025+3343,17A-335,unknown,,False,generic_field_or_calibrator,59.8,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,5.598
86,19A-313.sb38018519.eb38020972.58947.40573746528,EVLA,3C286,19A-313,not_suitable,2000.0,False,calibrator_or_bandpass,59.8,https://data.nrao.edu/portal/#/productViewer/19A-313.sb38018519.eb38020972.58947.40573746528,5.598
87,19A-313.sb38652883.eb38694869.59128.00829372685,EVLA,3C286,19A-313,not_suitable,2000.0,False,calibrator_or_bandpass,59.8,https://data.nrao.edu/portal/#/productViewer/19A-313.sb38652883.eb38694869.59128.00829372685,5.598
88,22A-012.sb41313440.eb41838561.59735.21287396991,EVLA,J1331+3030,22A-012,not_suitable,2000.0,False,calibrator_or_bandpass,59.8,https://data.nrao.edu/portal/#/productViewer/22A-012.sb41313440.eb41838561.59735.21287396991,5.598
89,15B-125.sb31528031.eb31550960.57388.12196207176,EVLA,J0501-0159,15B-125,unknown,,False,generic_field_or_calibrator,58.5,https://data.nrao.edu/portal/#/productViewer/15B-125.sb31528031.eb31550960.57388.12196207176,5.585
90,19A-139.sb36284254.eb36513285.58566.71715278935,EVLA,3C48,19A-139,unknown,,False,generic_field_or_calibrator,58.05,https://data.nrao.edu/portal/#/productViewer/19A-139.sb36284254.eb36513285.58566.71715278935,5.5805
91,15B-017.sb31099604.eb31511783.57375.231547800926,EVLA,TXS0218+357,15B-017,unknown,,False,generic_field_or_calibrator,56.6,https://data.nrao.edu/portal/#/productViewer/15B-017.sb31099604.eb31511783.57375.231547800926,5.566
92,15B-243.sb31337425.eb31361697.57317.44082805555,EVLA,0137+331=3C48,15B-243,unknown,,False,generic_field_or_calibrator,55.35,https://data.nrao.edu/portal/#/productViewer/15B-243.sb31337425.eb31361697.57317.44082805555,5.5535
93,15B-273.sb31973786.eb32201969.57535.40765246528,EVLA,J1638+5720,15B-273,unknown,,False,generic_field_or_calibrator,54.85,https://data.nrao.edu/portal/#/productViewer/15B-273.sb31973786.eb32201969.57535.40765246528,5.5485
94,15B-281.sb31404333.eb31488909.57359.03550958334,EVLA,J2359-3133,15B-281,unknown,,False,generic_field_or_calibrator,49.9,https://data.nrao.edu/portal/#/productViewer/15B-281.sb31404333.eb31488909.57359.03550958334,5.499
95,12B-090_sb10878905_1.56259.080814849534,EVLA,J0329+2756,12B-090,unknown,,False,generic_field_or_calibrator,49.85,https://data.nrao.edu/portal/#/productViewer/12B-090_sb10878905_1.56259.080814849534,5.4985
96,12B-375.sb20703080.eb20806694.56402.33224212963,EVLA,J1744-3116,12B-375,not_suitable,2000.0,False,calibrator_or_bandpass,44.9,https://data.nrao.edu/portal/#/productViewer/12B-375.sb20703080.eb20806694.56402.33224212963,5.449
97,16B-353.sb32807099.eb32946441.57672.346565949076,EVLA,J0433+0521,16B-353,unknown,,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/16B-353.sb32807099.eb32946441.57672.346565949076,5.2995
98,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,J2033+2146,17A-335,unknown,,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.2995
99,18B-179.sb36806663.eb36810606.58660.49977565972,EVLA,J0429+2724,18B-179,unknown,,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/18B-179.sb36806663.eb36810606.58660.49977565972,5.2995
100,18B-179.sb36806663.eb36810606.58660.49977565972,EVLA,0542+498=3C147,18B-179,unknown,,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/18B-179.sb36806663.eb36810606.58660.49977565972,5.2995
101,19B-023.sb37298495.eb37843045.58878.50608446759,EVLA,1331+305=3C286,19B-023,not_suitable,2000.0,False,calibrator_or_bandpass,29.95,https://data.nrao.edu/portal/#/productViewer/19B-023.sb37298495.eb37843045.58878.50608446759,5.2995
102,21A-120.sb39558622.eb39566112.59313.63215438658,EVLA,Cal_J1956,21A-120,not_suitable,2000.0,False,calibrator_or_bandpass,29.95,https://data.nrao.edu/portal/#/productViewer/21A-120.sb39558622.eb39566112.59313.63215438658,5.2995
103,21A-120.sb39617955.eb40018327.59425.41737056713,EVLA,Cal_J2102,21A-120,not_suitable,2000.0,False,calibrator_or_bandpass,29.95,https://data.nrao.edu/portal/#/productViewer/21A-120.sb39617955.eb40018327.59425.41737056713,5.2995
104,14B-326.sb29865909.eb30078714.57008.333156782406,EVLA,1331+305=3C286,14B-326,not_suitable,2000.0,False,calibrator_or_bandpass,29.9,https://data.nrao.edu/portal/#/productViewer/14B-326.sb29865909.eb30078714.57008.333156782406,5.299
105,15B-197.sb31207751.eb31413430.57341.31432148148,EVLA,0137+331=3C48,15B-197,unknown,,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/15B-197.sb31207751.eb31413430.57341.31432148148,5.299
106,17A-335.sb33541528.eb33655330.57865.61016644676,EVLA,0137+331=3C48,17A-335,unknown,,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33541528.eb33655330.57865.61016644676,5.299
107,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,J2023+3153,17A-335,unknown,,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,5.299
108,17A-335.sb33996298.eb33997818.57942.17145609954,EVLA,J2033+2146,17A-335,unknown,,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/17A-335.sb33996298.eb33997818.57942.17145609954,5.299
109,18A-040.sb37268670.eb37534292.58806.449935937504,EVLA,J1331+3030,18A-040,not_suitable,2000.0,False,calibrator_or_bandpass,29.9,https://data.nrao.edu/portal/#/productViewer/18A-040.sb37268670.eb37534292.58806.449935937504,5.299
110,20A-219.sb38021734.eb38065423.58966.279361967594,EVLA,3C286,20A-219,not_suitable,2000.0,False,calibrator_or_bandpass,29.9,https://data.nrao.edu/portal/#/productViewer/20A-219.sb38021734.eb38065423.58966.279361967594,5.299
111,14A-232.sb28857771.eb29015194.56725.408101863424,EVLA,J1733-1304,14A-232,not_suitable,2000.0,False,calibrator_or_bandpass,19.95,https://data.nrao.edu/portal/#/productViewer/14A-232.sb28857771.eb29015194.56725.408101863424,5.1995
112,20A-274.sb37594678.eb37919350.58894.479648946755,EVLA,Teacup AGN,20A-274,not_suitable,2000.0,False,generic_field_or_calibrator,418.85,https://data.nrao.edu/portal/#/productViewer/20A-274.sb37594678.eb37919350.58894.479648946755,4.1885
113,17A-288.sb33154741.eb33560319.57809.07514511574,EVLA,L1544,17A-288,not_suitable,1000.0,False,generic_field_or_calibrator,403.9,https://data.nrao.edu/portal/#/productViewer/17A-288.sb33154741.eb33560319.57809.07514511574,4.039
114,18A-040.sb37268670.eb37534292.58806.449935937504,EVLA,COS-DF1,18A-040,not_suitable,2000.0,False,generic_field_or_calibrator,388.95,https://data.nrao.edu/portal/#/productViewer/18A-040.sb37268670.eb37534292.58806.449935937504,3.8895
115,18A-040.sb37269030.eb37565729.58818.39981236111,EVLA,COS-DF1,18A-040,not_suitable,2000.0,False,generic_field_or_calibrator,388.95,https://data.nrao.edu/portal/#/productViewer/18A-040.sb37269030.eb37565729.58818.39981236111,3.8895
116,20A-219.sb38021734.eb38065423.58966.279361967594,EVLA,HD102647,20A-219,not_suitable,2000.0,False,generic_field_or_calibrator,327.1,https://data.nrao.edu/portal/#/productViewer/20A-219.sb38021734.eb38065423.58966.279361967594,3.2710000000000004
117,13A-115_sb14717028_1.56375.74038144676,EVLA,3C48,13A-115,not_suitable,1000.0,False,generic_field_or_calibrator,299.2,https://data.nrao.edu/portal/#/productViewer/13A-115_sb14717028_1.56375.74038144676,2.992
