freq_Hz,freq_GHz,lineshape_1_per_Hz
37115972862.366066,37.115972862366,7.834158080067e-10
37115973047.946739,37.115973047947,8.006917964948e-10
37115973233.527412,37.115973233527,8.183282988915e-10
37115973419.108086,37.115973419108,8.363323645596e-10
37115973604.688766,37.115973604689,8.547111709386e-10
37115973790.269440,37.115973790269,8.734720225823e-10
37115973975.850113,37.115973975850,8.926223577966e-10
37115974161.430786,37.115974161431,9.121697477674e-10
37115974347.011459,37.115974347011,9.321218994725e-10
37115974532.592133,37.115974532592,9.524866578768e-10
37115974718.172806,37.115974718173,9.732720081564e-10
37115974903.753487,37.115974903753,9.944860788368e-10
37115975089.334160,37.115975089334,1.016137140574e-09
37115975274.914833,37.115975274915,1.038233613704e-09
37115975460.495506,37.115975460496,1.060784067126e-09
37115975646.076180,37.115975646076,1.083797221548e-09
37115975831.656853,37.115975831657,1.107281951900e-09
37115976017.237534,37.115976017238,1.131247290782e-09
37115976202.818207,37.115976202818,1.155702426981e-09
37115976388.398880,37.115976388399,1.180656713903e-09
37115976573.979553,37.115976573980,1.206119668195e-09
37115976759.560226,37.115976759560,1.232100973310e-09
37115976945.140900,37.115976945141,1.258610482125e-09
37115977130.721573,37.115977130722,1.285658219590e-09
37115977316.302254,37.115977316302,1.313254386570e-09
37115977501.882927,37.115977501883,1.341409358002e-09
37115977687.463600,37.115977687464,1.370133692468e-09
37115977873.044273,37.115977873044,1.399438130476e-09
37115978058.624947,37.115978058625,1.429333598416e-09
37115978244.205620,37.115978244206,1.459831211431e-09
37115978429.786301,37.115978429786,1.490942277621e-09
37115978615.366974,37.115978615367,1.522678295845e-09
37115978800.947647,37.115978800948,1.555050966381e-09
37115978986.528320,37.115978986528,1.588072188859e-09
37115979172.108994,37.115979172109,1.621754066591e-09
37115979357.689667,37.115979357690,1.656108909671e-09
37115979543.270340,37.115979543270,1.691149238120e-09
37115979728.851021,37.115979728851,1.726887786546e-09
37115979914.431694,37.115979914432,1.763337501467e-09
37115980100.012367,37.115980100012,1.800511553383e-09
37115980285.593040,37.115980285593,1.838423334239e-09
37115980471.173714,37.115980471174,1.877086462218e-09
37115980656.754387,37.115980656754,1.916514785134e-09
